コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
7821,前田工繊,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
7822,永大産業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7823,アートネイチャー,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
7826,フルヤ金属,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
7827,オービス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7831,ウイルコホールディングス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7832,バンダイナムコホールディングス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,2,TOPIX Large70
7833,アイフィスジャパン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7836,アビックス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7837,アールシーコア,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7839,ＳＨＯＥＩ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
7840,フランスベッドホールディングス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
7841,遠藤製作所,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7844,マーベラス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
7846,パイロットコーポレーション,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
7847,グラファイトデザイン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7849,スターツ出版,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,-,-
7850,総合商研,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7851,カワセコンピュータサプライ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7856,萩原工業,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
7857,セキ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7859,アルメディオ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7860,エイベックス,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
7863,平賀,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7864,フジシールインターナショナル,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
7865,ピープル,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7867,タカラトミー,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
7868,広済堂ホールディングス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
7871,フクビ化学工業,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
7872,エステールホールディングス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7874,レック,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
7875,竹田ｉＰホールディングス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7877,永大化工,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
7878,光・彩,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7879,ノダ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7883,サンメッセ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7885,タカノ,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7886,ヤマト　モビリティ　＆　Ｍｆｇ．,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
7887,南海プライウッド,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7888,三光合成,プライム（内国株式）,3200,化学,4,素材・化学,7,TOPIX Small 2
7893,プロネクサス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
7896,セブン工業,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7897,ホクシン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7898,ウッドワン,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7901,マツモト,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7902,ソノコム,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7906,ヨネックス,スタンダード（内国株式）,3800,その他製品,10,情報通信・サービスその他,-,-
7908,きもと,スタンダード（内国株式）,3200,化学,4,素材・化学,-,-
7911,ＴＯＰＰＡＮホールディングス,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
7912,大日本印刷,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,4,TOPIX Mid400
7914,共同印刷,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,7,TOPIX Small 2
7915,ＮＩＳＳＨＡ,プライム（内国株式）,3800,その他製品,10,情報通信・サービスその他,6,TOPIX Small 1
